measurement_id,timestamp,stop_id,route,bus_id,trip_id,shape_id,sequence,latitude,longitude
161-5-2025-05-16T07:09:00-5339,2025-05-16 07:18:03.036154,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.0689,11.14068
161-5-2025-05-16T07:09:00-3005,2025-05-16 07:18:12.817223,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06908,11.14064
161-5-2025-05-16T07:09:00-1184,2025-05-16 07:18:19.82048,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06925,11.14052
161-5-2025-05-16T07:09:00-2952,2025-05-16 07:18:19.82048,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06967,11.14007
161-5-2025-05-16T07:09:00-4522,2025-05-16 07:18:21.723251,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07,11.13979
161-5-2025-05-16T07:09:00-3081,2025-05-16 07:18:23.37803,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07,11.13979
161-5-2025-05-16T07:09:00-6840,2025-05-16 07:18:25.198985,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07008,11.13988
161-5-2025-05-16T07:09:00-2186,2025-05-16 07:18:26.496468,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07019,11.13986
161-5-2025-05-16T07:09:00-9283,2025-05-16 07:18:29.037115,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07025,11.13975
161-5-2025-05-16T07:09:00-1229,2025-05-16 07:18:30.650988,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07025,11.13961
161-5-2025-05-16T07:09:00-9827,2025-05-16 07:18:32.635572,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07015,11.13948
161-5-2025-05-16T07:09:00-9782,2025-05-16 07:18:43.896914,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07005,11.13951
161-5-2025-05-16T07:09:00-2622,2025-05-16 07:18:46.685577,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06995,11.13944
161-5-2025-05-16T07:09:00-2469,2025-05-16 07:18:53.963735,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06944,11.13896
161-5-2025-05-16T07:09:00-3532,2025-05-16 07:18:56.310745,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06937,11.13876
161-5-2025-05-16T07:09:00-9607,2025-05-16 07:18:59.541067,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06929,11.13809
161-5-2025-05-16T07:09:00-8760,2025-05-16 07:19:09.668535,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06932,11.13788
161-5-2025-05-16T07:09:00-9614,2025-05-16 07:19:11.704891,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06943,11.13769
161-5-2025-05-16T07:09:00-6751,2025-05-16 07:19:15.720071,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06998,11.13739
161-5-2025-05-16T07:09:00-9146,2025-05-16 07:19:18.467806,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07007,11.1373
161-5-2025-05-16T07:09:00-3106,2025-05-16 07:19:21.480157,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.0701,11.13691
161-5-2025-05-16T07:09:00-9266,2025-05-16 07:19:50.074868,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07004,11.1367
161-5-2025-05-16T07:09:00-8300,2025-05-16 07:20:07.977736,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06987,11.13662
161-5-2025-05-16T07:09:00-3201,2025-05-16 07:20:07.977736,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.068,11.13623
161-5-2025-05-16T07:09:00-3923,2025-05-16 07:20:09.673427,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06675,11.13636
161-5-2025-05-16T07:09:00-9015,2025-05-16 07:20:12.644923,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06675,11.13636
161-5-2025-05-16T07:09:00-5317,2025-05-16 07:20:22.963204,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06663,11.13637
161-5-2025-05-16T07:09:00-3463,2025-05-16 07:20:35.745745,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.0661,11.1357
161-5-2025-05-16T07:09:00-9034,2025-05-16 07:20:38.978826,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06599,11.13539
161-5-2025-05-16T07:09:00-9482,2025-05-16 07:20:44.466354,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06583,11.13471
161-5-2025-05-16T07:09:00-7452,2025-05-16 07:20:48.11931,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06581,11.13439
161-5-2025-05-16T07:09:00-5577,2025-05-16 07:20:55.038302,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06586,11.13387
161-5-2025-05-16T07:09:00-8765,2025-05-16 07:20:57.816183,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06596,11.13362
161-5-2025-05-16T07:09:00-7895,2025-05-16 07:21:01.368181,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06636,11.13345
161-5-2025-05-16T07:09:00-4515,2025-05-16 07:21:06.618504,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06645,11.13328
161-5-2025-05-16T07:09:00-5697,2025-05-16 07:21:11.168257,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06648,11.13294
161-5-2025-05-16T07:09:00-2798,2025-05-16 07:21:33.846369,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06642,11.13246
161-5-2025-05-16T07:09:00-4679,2025-05-16 07:21:48.29999,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06649,11.13207
161-5-2025-05-16T07:09:00-2783,2025-05-16 07:21:52.784398,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06714,11.13056
161-5-2025-05-16T07:09:00-2705,2025-05-16 07:22:01.946832,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06766,11.12975
161-5-2025-05-16T07:09:00-7127,2025-05-16 07:22:27.855846,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06785,11.12954
161-5-2025-05-16T07:09:00-4181,2025-05-16 07:22:34.885957,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.0683,11.1292
161-5-2025-05-16T07:09:00-8379,2025-05-16 07:22:34.885957,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06974,11.12848
161-5-2025-05-16T07:09:00-3107,2025-05-16 07:22:48.549263,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06985,11.12788
161-5-2025-05-16T07:09:00-3027,2025-05-16 07:22:48.549263,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06985,11.12788
161-5-2025-05-16T07:09:00-9037,2025-05-16 07:22:52.079371,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06907,11.12753
161-5-2025-05-16T07:09:00-3230,2025-05-16 07:22:52.079371,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06907,11.12753
161-5-2025-05-16T07:09:00-4683,2025-05-16 07:22:56.705608,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06914,11.12725
161-5-2025-05-16T07:09:00-4875,2025-05-16 07:23:01.814402,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06914,11.12725
161-5-2025-05-16T07:09:00-5809,2025-05-16 07:23:04.641399,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06941,11.12736
161-5-2025-05-16T07:09:00-9755,2025-05-16 07:23:04.641399,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.06973,11.12727
161-5-2025-05-16T07:09:00-6250,2025-05-16 07:23:07.828239,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.0699,11.12733
161-5-2025-05-16T07:09:00-1541,2025-05-16 07:23:19.037758,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.0699,11.12733
161-5-2025-05-16T07:09:00-9851,2025-05-16 07:23:42.007658,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07009,11.12726
161-5-2025-05-16T07:09:00-5931,2025-05-16 07:23:44.455593,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07061,11.1268
161-5-2025-05-16T07:09:00-1538,2025-05-16 07:23:44.455593,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07183,11.12608
161-5-2025-05-16T07:09:00-3010,2025-05-16 07:23:47.007056,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07193,11.12596
161-5-2025-05-16T07:09:00-6602,2025-05-16 07:23:51.700883,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07193,11.12596
161-5-2025-05-16T07:09:00-7032,2025-05-16 07:24:07.445439,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07201,11.1258
161-5-2025-05-16T07:09:00-4192,2025-05-16 07:24:08.372176,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07207,11.12538
161-5-2025-05-16T07:09:00-6335,2025-05-16 07:24:08.372176,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07243,11.1242
161-5-2025-05-16T07:09:00-3615,2025-05-16 07:24:50.396541,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07243,11.1241
161-5-2025-05-16T07:09:00-5207,2025-05-16 07:24:50.396541,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07243,11.1241
161-5-2025-05-16T07:09:00-4471,2025-05-16 07:24:53.010571,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07346,11.12105
161-5-2025-05-16T07:09:00-7985,2025-05-16 07:24:55.747338,161,5,83,"0004205272024090920250612",D605_T0530_Ritorno_sub1,1,46.07346,11.12105
2549-5-2025-05-16T13:30:00-5844,2025-05-16 13:30:08.906267,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06569,11.15801
2549-5-2025-05-16T13:30:00-6759,2025-05-16 13:30:12.322055,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06584,11.15771
2549-5-2025-05-16T13:30:00-3627,2025-05-16 13:30:16.274809,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06625,11.15734
2549-5-2025-05-16T13:30:00-4773,2025-05-16 13:30:21.309752,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06636,11.15713
2549-5-2025-05-16T13:30:00-3469,2025-05-16 13:30:36.502028,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06642,11.15679
2549-5-2025-05-16T13:30:00-2545,2025-05-16 13:30:36.502028,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06639,11.15629
2549-5-2025-05-16T13:30:00-6123,2025-05-16 13:30:47.550935,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06612,11.15504
2549-5-2025-05-16T13:30:00-8653,2025-05-16 13:30:47.550935,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06612,11.15504
2549-5-2025-05-16T13:30:00-5155,2025-05-16 13:30:51.716464,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06573,11.15441
2549-5-2025-05-16T13:30:00-8351,2025-05-16 13:30:59.894831,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06573,11.15441
2549-5-2025-05-16T13:30:00-1987,2025-05-16 13:31:10.68755,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06555,11.15422
2549-5-2025-05-16T13:30:00-8469,2025-05-16 13:31:27.265116,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06525,11.15377
2549-5-2025-05-16T13:30:00-1825,2025-05-16 13:31:27.265116,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.0649,11.15311
2549-5-2025-05-16T13:30:00-4141,2025-05-16 13:31:50.603615,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06445,11.15197
2549-5-2025-05-16T13:30:00-7455,2025-05-16 13:31:52.918128,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06445,11.15197
2549-5-2025-05-16T13:30:00-4428,2025-05-16 13:31:54.07128,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06382,11.15036
2549-5-2025-05-16T13:30:00-2583,2025-05-16 13:31:56.025936,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06391,11.15024
2549-5-2025-05-16T13:30:00-1529,2025-05-16 13:31:57.424465,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06392,11.15013
2549-5-2025-05-16T13:30:00-2414,2025-05-16 13:31:59.319125,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06385,11.15002
2549-5-2025-05-16T13:30:00-2026,2025-05-16 13:32:12.251883,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06378,11.14997
2549-5-2025-05-16T13:30:00-6487,2025-05-16 13:32:15.359692,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06377,11.14978
2549-5-2025-05-16T13:30:00-7802,2025-05-16 13:32:19.214522,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06385,11.1485
2549-5-2025-05-16T13:30:00-6325,2025-05-16 13:32:31.632289,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06393,11.14828
2549-5-2025-05-16T13:30:00-6156,2025-05-16 13:32:36.934751,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06417,11.14821
2549-5-2025-05-16T13:30:00-1266,2025-05-16 13:32:45.377624,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06494,11.14844
2549-5-2025-05-16T13:30:00-9146,2025-05-16 13:32:56.342084,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06533,11.14843
2549-5-2025-05-16T13:30:00-4630,2025-05-16 13:32:59.749628,2549,5,57,"0004205312024090920250612",D603_T0526c_Ritorno_sub1,1,46.06574,11.14811
